,Filepath,Sequence,Frame,Set
5542,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17017.jpg,Log-20220120-181824 Data Log,17017,train
5543,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17050.jpg,Log-20220120-181824 Data Log,17050,train
5544,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17072.jpg,Log-20220120-181824 Data Log,17072,train
5545,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17138.jpg,Log-20220120-181824 Data Log,17138,train
5547,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17182.jpg,Log-20220120-181824 Data Log,17182,train
5549,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_17226.jpg,Log-20220120-181824 Data Log,17226,train
5550,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19215.jpg,Log-20220120-181824 Data Log,19215,train
5552,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19259.jpg,Log-20220120-181824 Data Log,19259,train
5553,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19292.jpg,Log-20220120-181824 Data Log,19292,train
5554,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19314.jpg,Log-20220120-181824 Data Log,19314,train
5555,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19490.jpg,Log-20220120-181824 Data Log,19490,train
5556,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19677.jpg,Log-20220120-181824 Data Log,19677,train
5557,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_19688.jpg,Log-20220120-181824 Data Log,19688,train
5558,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_20520.jpg,Log-20220120-181824 Data Log,20520,train
5559,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_20542.jpg,Log-20220120-181824 Data Log,20542,train
5560,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_20564.jpg,Log-20220120-181824 Data Log,20564,train
5561,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_20575.jpg,Log-20220120-181824 Data Log,20575,train
5563,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_20806.jpg,Log-20220120-181824 Data Log,20806,train
5564,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21180.jpg,Log-20220120-181824 Data Log,21180,train
5566,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21213.jpg,Log-20220120-181824 Data Log,21213,train
5567,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21224.jpg,Log-20220120-181824 Data Log,21224,train
5568,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21235.jpg,Log-20220120-181824 Data Log,21235,train
5569,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21466.jpg,Log-20220120-181824 Data Log,21466,train
5570,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21609.jpg,Log-20220120-181824 Data Log,21609,train
5571,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21686.jpg,Log-20220120-181824 Data Log,21686,train
5572,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_21752.jpg,Log-20220120-181824 Data Log,21752,train
5573,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_22643.jpg,Log-20220120-181824 Data Log,22643,train
5574,/home/admin/data/esmart_wip/Log-20220120-181824 Data Log_23534.jpg,Log-20220120-181824 Data Log,23534,train
5575,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_590.jpg,Log-20220218-134644 Data Log,590,train
5576,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_606.jpg,Log-20220218-134644 Data Log,606,train
5577,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_622.jpg,Log-20220218-134644 Data Log,622,train
5578,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_638.jpg,Log-20220218-134644 Data Log,638,train
5579,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_654.jpg,Log-20220218-134644 Data Log,654,train
5581,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_1914.jpg,Log-20220218-134644 Data Log,1914,train
5582,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_1946.jpg,Log-20220218-134644 Data Log,1946,train
5583,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_1978.jpg,Log-20220218-134644 Data Log,1978,train
5584,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_2010.jpg,Log-20220218-134644 Data Log,2010,train
5585,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_2026.jpg,Log-20220218-134644 Data Log,2026,train
5586,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_3098.jpg,Log-20220218-134644 Data Log,3098,train
5587,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_3258.jpg,Log-20220218-134644 Data Log,3258,train
5588,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_3770.jpg,Log-20220218-134644 Data Log,3770,train
5589,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_3786.jpg,Log-20220218-134644 Data Log,3786,train
5590,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_3802.jpg,Log-20220218-134644 Data Log,3802,train
5592,/home/admin/data/esmart_wip/Log-20220218-134644 Data Log_4234.jpg,Log-20220218-134644 Data Log,4234,train
5593,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_1141.jpg,Log-20220130-104657 Data Log,1141,train
5594,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_1591.jpg,Log-20220130-104657 Data Log,1591,train
5595,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_3163.jpg,Log-20220130-104657 Data Log,3163,train
5596,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_4159.jpg,Log-20220130-104657 Data Log,4159,train
5597,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_5701.jpg,Log-20220130-104657 Data Log,5701,train
5600,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7885.jpg,Log-20220130-104657 Data Log,7885,train
5601,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7903.jpg,Log-20220130-104657 Data Log,7903,train
5602,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7931.jpg,Log-20220130-104657 Data Log,7931,train
5603,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7947.jpg,Log-20220130-104657 Data Log,7947,train
5604,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7963.jpg,Log-20220130-104657 Data Log,7963,train
5605,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_7979.jpg,Log-20220130-104657 Data Log,7979,train
5606,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_8827.jpg,Log-20220130-104657 Data Log,8827,train
5608,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_9371.jpg,Log-20220130-104657 Data Log,9371,train
5609,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_9691.jpg,Log-20220130-104657 Data Log,9691,train
5611,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_9755.jpg,Log-20220130-104657 Data Log,9755,train
5612,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_9787.jpg,Log-20220130-104657 Data Log,9787,train
5614,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_9819.jpg,Log-20220130-104657 Data Log,9819,train
5615,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10075.jpg,Log-20220130-104657 Data Log,10075,train
5616,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10107.jpg,Log-20220130-104657 Data Log,10107,train
5617,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10139.jpg,Log-20220130-104657 Data Log,10139,train
5619,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10203.jpg,Log-20220130-104657 Data Log,10203,train
5620,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_10235.jpg,Log-20220130-104657 Data Log,10235,train
5621,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11115.jpg,Log-20220130-104657 Data Log,11115,train
5622,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11147.jpg,Log-20220130-104657 Data Log,11147,train
5625,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11195.jpg,Log-20220130-104657 Data Log,11195,train
5626,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_11211.jpg,Log-20220130-104657 Data Log,11211,train
5628,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_13195.jpg,Log-20220130-104657 Data Log,13195,train
5630,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_15131.jpg,Log-20220130-104657 Data Log,15131,train
5631,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_15147.jpg,Log-20220130-104657 Data Log,15147,train
5632,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_15179.jpg,Log-20220130-104657 Data Log,15179,train
5633,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_15195.jpg,Log-20220130-104657 Data Log,15195,train
5634,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_15211.jpg,Log-20220130-104657 Data Log,15211,train
5635,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_16891.jpg,Log-20220130-104657 Data Log,16891,train
5637,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_17643.jpg,Log-20220130-104657 Data Log,17643,train
5638,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_17659.jpg,Log-20220130-104657 Data Log,17659,train
5639,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_17675.jpg,Log-20220130-104657 Data Log,17675,train
5640,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_17691.jpg,Log-20220130-104657 Data Log,17691,train
5641,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_17707.jpg,Log-20220130-104657 Data Log,17707,train
5642,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18059.jpg,Log-20220130-104657 Data Log,18059,train
5643,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18075.jpg,Log-20220130-104657 Data Log,18075,train
5644,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18107.jpg,Log-20220130-104657 Data Log,18107,train
5646,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18139.jpg,Log-20220130-104657 Data Log,18139,train
5647,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18155.jpg,Log-20220130-104657 Data Log,18155,train
5648,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18171.jpg,Log-20220130-104657 Data Log,18171,train
5649,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18891.jpg,Log-20220130-104657 Data Log,18891,train
5650,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18907.jpg,Log-20220130-104657 Data Log,18907,train
5651,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18939.jpg,Log-20220130-104657 Data Log,18939,train
5652,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_18971.jpg,Log-20220130-104657 Data Log,18971,train
5653,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19003.jpg,Log-20220130-104657 Data Log,19003,train
5654,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19019.jpg,Log-20220130-104657 Data Log,19019,train
5655,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19035.jpg,Log-20220130-104657 Data Log,19035,train
5656,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19051.jpg,Log-20220130-104657 Data Log,19051,train
5657,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19099.jpg,Log-20220130-104657 Data Log,19099,train
5658,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19147.jpg,Log-20220130-104657 Data Log,19147,train
5660,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19211.jpg,Log-20220130-104657 Data Log,19211,train
5661,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19243.jpg,Log-20220130-104657 Data Log,19243,train
5662,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19707.jpg,Log-20220130-104657 Data Log,19707,train
5663,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_19819.jpg,Log-20220130-104657 Data Log,19819,train
5664,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20251.jpg,Log-20220130-104657 Data Log,20251,train
5665,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20283.jpg,Log-20220130-104657 Data Log,20283,train
5666,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20299.jpg,Log-20220130-104657 Data Log,20299,train
5667,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20315.jpg,Log-20220130-104657 Data Log,20315,train
5668,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20331.jpg,Log-20220130-104657 Data Log,20331,train
5669,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_20347.jpg,Log-20220130-104657 Data Log,20347,train
5670,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_21499.jpg,Log-20220130-104657 Data Log,21499,train
5671,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_21515.jpg,Log-20220130-104657 Data Log,21515,train
5673,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_21547.jpg,Log-20220130-104657 Data Log,21547,train
5674,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_21563.jpg,Log-20220130-104657 Data Log,21563,train
5675,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_21579.jpg,Log-20220130-104657 Data Log,21579,train
5676,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23531.jpg,Log-20220130-104657 Data Log,23531,train
5677,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23547.jpg,Log-20220130-104657 Data Log,23547,train
5678,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23563.jpg,Log-20220130-104657 Data Log,23563,train
5679,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23579.jpg,Log-20220130-104657 Data Log,23579,train
5680,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_23595.jpg,Log-20220130-104657 Data Log,23595,train
5685,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25195.jpg,Log-20220130-104657 Data Log,25195,train
5686,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25211.jpg,Log-20220130-104657 Data Log,25211,train
5687,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25243.jpg,Log-20220130-104657 Data Log,25243,train
5689,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25291.jpg,Log-20220130-104657 Data Log,25291,train
5690,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25307.jpg,Log-20220130-104657 Data Log,25307,train
5691,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_25323.jpg,Log-20220130-104657 Data Log,25323,train
5692,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_26027.jpg,Log-20220130-104657 Data Log,26027,train
5693,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_26059.jpg,Log-20220130-104657 Data Log,26059,train
5694,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_26091.jpg,Log-20220130-104657 Data Log,26091,train
5697,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_26171.jpg,Log-20220130-104657 Data Log,26171,train
5698,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_26971.jpg,Log-20220130-104657 Data Log,26971,train
5699,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_27339.jpg,Log-20220130-104657 Data Log,27339,train
5701,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_27403.jpg,Log-20220130-104657 Data Log,27403,train
5703,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_27931.jpg,Log-20220130-104657 Data Log,27931,train
5704,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_27979.jpg,Log-20220130-104657 Data Log,27979,train
5705,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_28011.jpg,Log-20220130-104657 Data Log,28011,train
5706,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_28059.jpg,Log-20220130-104657 Data Log,28059,train
5707,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_28075.jpg,Log-20220130-104657 Data Log,28075,train
5708,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_28091.jpg,Log-20220130-104657 Data Log,28091,train
5709,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_28299.jpg,Log-20220130-104657 Data Log,28299,train
5710,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_30363.jpg,Log-20220130-104657 Data Log,30363,train
5711,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_30459.jpg,Log-20220130-104657 Data Log,30459,train
5712,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_30523.jpg,Log-20220130-104657 Data Log,30523,train
5715,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_31323.jpg,Log-20220130-104657 Data Log,31323,train
5717,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_31403.jpg,Log-20220130-104657 Data Log,31403,train
5718,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_31419.jpg,Log-20220130-104657 Data Log,31419,train
5719,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_32763.jpg,Log-20220130-104657 Data Log,32763,train
5721,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_33467.jpg,Log-20220130-104657 Data Log,33467,train
5722,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_33499.jpg,Log-20220130-104657 Data Log,33499,train
5723,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_33531.jpg,Log-20220130-104657 Data Log,33531,train
5724,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_33563.jpg,Log-20220130-104657 Data Log,33563,train
5725,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_34603.jpg,Log-20220130-104657 Data Log,34603,train
5726,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_36203.jpg,Log-20220130-104657 Data Log,36203,train
5727,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_37499.jpg,Log-20220130-104657 Data Log,37499,train
5728,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_37531.jpg,Log-20220130-104657 Data Log,37531,train
5729,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_37563.jpg,Log-20220130-104657 Data Log,37563,train
5730,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_37579.jpg,Log-20220130-104657 Data Log,37579,train
5733,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_38987.jpg,Log-20220130-104657 Data Log,38987,train
5734,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_39019.jpg,Log-20220130-104657 Data Log,39019,train
5735,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_39051.jpg,Log-20220130-104657 Data Log,39051,train
5736,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_39067.jpg,Log-20220130-104657 Data Log,39067,train
5737,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_39851.jpg,Log-20220130-104657 Data Log,39851,train
5740,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_39915.jpg,Log-20220130-104657 Data Log,39915,train
5744,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_41787.jpg,Log-20220130-104657 Data Log,41787,train
5745,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_41803.jpg,Log-20220130-104657 Data Log,41803,train
5746,/home/admin/data/esmart_wip/Log-20220130-104657 Data Log_41819.jpg,Log-20220130-104657 Data Log,41819,train
5747,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_7.jpg,Log-20220123-124034 Data Log,7,train
5748,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_39.jpg,Log-20220123-124034 Data Log,39,train
5749,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_55.jpg,Log-20220123-124034 Data Log,55,train
5750,/home/admin/data/esmart_wip/Log-20220123-124034 Data Log_1751.jpg,Log-20220123-124034 Data Log,1751,train
